"email_hash","category","filename"
"38f304423ea50739aff8e67b486ec722aec07777c9a2e25a6cb9e9163dec78a7","Purses","accessories.csv"
"afc009e0e9246fd84bc9d71521adccae01bbc7d52634207732396c2fe4953806","Wallets","accessories.csv"
"8eb68feddc77279ba2e6d6db85d2f387cc08c0e73add735a1fd427a4ef2d79c1","Wallets","accessories.csv"
"e730890bb71b41c306ce931ef07a1ea9a06997b7d13f5e99b2f6a3d5119d619c","Wallets","accessories.csv"
"a5f7527d4ce53a6e6cc272cef5b2c7bc9237ee7220afc7ef2f236ab20a120481","Watches","accessories.csv"
"93c7733f0d2d7e55193ee9b07874d3bd8a2eff0c7bbc372b0a5af7eebed001e8","Satchels","accessories.csv"
"25e385c687261e615aa2eb1266563d6737268ea8204589d9bba5f6446387a92d","Watches","accessories.csv"
"7784d669e0bbeff825ecbdb36a3862692bf47e3492a5a4e4fc69acd2aa0fc847","Wallets","accessories.csv"
"baae16f536e3bbe07f83cb407648641d78cf0321adc7c75176101911064f423c","Purses","accessories.csv"
"ed74d2225168cc5e63055fff211c7971310de29140f7b57eac7c8b6b148d0832","Satchels","accessories.csv"
"f066747ca77b1283ea29ddefc3dcd49f455e5d7ccd7b6975020f2e3cbcbe5e22","Purses","accessories.csv"
"b5cb51bf78c16667a46d6ad55a0eb148c01084380de0a0dd2026c0b269335850","Watches","accessories.csv"
"aaa812346934dcd4da6a0b833f0fb688f7df5d23351466f10103c6d144b073e0","Purses","accessories.csv"
"3ad0d6f7b77714673418a27733c80b4b0374a4c11e30742035c908c93f37245b","Wallets","accessories.csv"
"654c368d2b4e126ee939092a08263d5d68150c2474de71ee7a3bdfe9619ce48c","Purses","accessories.csv"
"bf9d728e7bc31692f38b12a862efd83137ceef441717468f35121e2428d42f42","Satchels","accessories.csv"
"beed2babda36af043bd416f336c97d025d1076015353fecb0db4577bf7b0bc88","Satchels","accessories.csv"
"aea68a6f77c5ba41895caf866dd170b343d4b4401d1086c67f1aa710d06c8f7a","Watches","accessories.csv"
"71cb757c1d706dc3458c05dceca1277af281bd08a8f2ae4e7ae2090df5f8f604","Wallets","accessories.csv"
"f68162a4c51463fef11daedd919ecb69d4a2168dc16e152761117cce05731ecf","Satchels","accessories.csv"
"e215789f08277db1bf007d4524f77938e5125b9024032566a4386f6aca27dcbd","Satchels","accessories.csv"
"998ff6c00213603c24d053b151a2ef5d6d0991edf311de393e6b1f38b4c637ad","Purses","accessories.csv"
"cff2c4211cdcc3db25a5eea4c3ef9d8935d83a67dcb85f77dcd9fede75360df6","Purses","accessories.csv"
"d26b19d484a5b70fef79802a8f521a5fbfd23f7518773416c4e771e834e6de56","Watches","accessories.csv"
"8cb9f4b523312b6adfc079e7a33e126ae80cc5d6183c3df9cb0198b13e44250a","Watches","accessories.csv"
"59e5f1e1eab0f8a9112eda555674a0af70d54ab5eac07f24f1ea5ad93bf53c76","Purses","accessories.csv"
"f34c9bd2931ec0a4bbae002c2d55a49782eab991f75031d42baf0afde2e2f2db","Purses","accessories.csv"
"c27fcf451eb6933ca02bef2650661f472dde04e6bfcacfc603a0dee609cb2667","Wallets","accessories.csv"
"586988059447d03ca50591d37c14529cc8f119ef3714a0fd5997a7e46d915e3f","Satchels","accessories.csv"
"8d033e6ed165c054a35301ec9a03e218eecb1e58615d943aa637c799157bc67c","Wallets","accessories.csv"
"92727b45ee998dd902665945573c298f1d432f7441544407470f3afa2e312236","Wallets","accessories.csv"
"717a447d063b97dc2c678f0b7c5abf1de4d4a011e7a25c98035700da0c7e0d70","Watches","accessories.csv"
"db45b78f6024692a9080d3f9d605356a079436182329159d51ce99350a385921","Watches","accessories.csv"
"bc5bce977ea6f303f5fd2150a4f7a9fd8e451ba40e00ae6c073be155d8c0c7b6","Watches","accessories.csv"
"43ddb7e88f550cc8844551080f89724660ac55e6b52857b4d02cc1ab75e43d07","Wallets","accessories.csv"
"8f7accd2e84236bad5ccc0f55e37cfb01e743041e59874874d147c7849bc4b03","Purses","accessories.csv"
"a04854a1012a7d436a015c605e04ebdf53e8bfb974c3167c0ddfa00fffc2aa2a","Watches","accessories.csv"
"fea6c03be00afd0f1bb400d8fc6240eefea9626cd7e8364d46e7fea686b0f1f0","Satchels","accessories.csv"
"b8a4a8bbc00acf61199570c3b36bb4e656ce940697f51b364323934707ece796","Wallets","accessories.csv"
"6a07a90f74e555319f62972d15bfa128b036fedf47256e56bde6f7307d76cb2f","Watches","accessories.csv"
"22be595f6f51f20be97a851254f52baa4c8de41c40754d7844254934b869bc6d","Satchels","accessories.csv"
"9d5716a9701174c490dde8f249b12578513575eca3c5138ee8511aaa1bcec617","Purses","accessories.csv"
"c5442aaef95bf5868fa4b0e39bd61f05ae0e278e5c83f95c2f8c8f7676dec9f2","Satchels","accessories.csv"
"da3d819434e27f6efec849b9453b814e2aa13b836847ca126dd7a7288e347fc5","Purses","accessories.csv"
"179d86b14bdc36563e891fead4b48dfa0c80fd7854104f9a3214d27b62f94edb","Wallets","accessories.csv"
"7f732dc5380f593d261000a578ac0e4c35f89ba191eca82f0c3190eb90be1541","Wallets","accessories.csv"
"a1f1bb68dc58ad72595ac6864bc53aafee90c4a3a030514eed21625d680754ea","Watches","accessories.csv"
"59afe6e61c7ca001f1ff2c22f973bc4601dd4121c1deef2841c63575ef3368c1","Watches","accessories.csv"
"f83a2bd36b7ee2bd7b6fa171cd17e19cb60a4417c46a6116870a27dfbeceaf62","Satchels","accessories.csv"
"388a9028cf6de9bbd97677857d4b03651de256db73279e3756661d3b869e1378","Wallets","accessories.csv"
"1b9a9daa3fa6513bfaa29e8d50c95f266664d4631d7bd5452583274b32c9b1eb","Wallets","accessories.csv"
"6079d86ad017a64591f1000dad2e4724c783814d8f991ecfc62471d3c6dadc33","Wallets","accessories.csv"
"3d24a40d2121a22c8a3b4b05db9cb70915e2affde79762d2ea436bfeab720fa7","Wallets","accessories.csv"
"d84342f50cbbb6da5f259e53770ca079bc8753084c745efe8c84a0f1bbbd8538","Wallets","accessories.csv"
"2b27a6a25582c8eb15ee5a3b9e812cbb4c2999ae663f61e38b41bb9fd9dc4006","Watches","accessories.csv"
"645dc339b9035511db3351ab7e1fb68b61e0778016cafa6a65ec00e9f0f589d5","Satchels","accessories.csv"
"0d251e81a1e7126552ade01030a8cf6d0eb44e254c988f84f399dbf51eda7ef4","Satchels","accessories.csv"
"6bdff51fd08e6f8931f8f42e32bea23c0ba95e74474ce38bd993d27e57a8bc25","Wallets","accessories.csv"
"83462a5bea04c3050aec7aa2efe1f893123bb4e68f3cd4aef8deb28e9cf0f48b","Purses","accessories.csv"
"e74f3746fdc2b0be8c33e68822ece0a18afd062ace779708ce9eada62f6f3ff0","Watches","accessories.csv"
"9795b8ae27465cd595fb6bcb49c3908ebd01be6a873617112c70d8e72496a12a","Purses","accessories.csv"
"6332fc7545dcb4770708150e3f748bba16f9d8270bc87f81071eec1383afe31b","Satchels","accessories.csv"
"a016d63baeb3f423572d62639c69405f3ab6f1f4295c0b269a9c8c0ccd87cdf3","Watches","accessories.csv"
"2e20fbac81b91ccea7edfad341caf67821b728a80dae6bb03fc0a23ecbb62961","Watches","accessories.csv"
"fd0efffddceb4bcfcd998575f017c6471245436ed7615cd6398088b75688b91a","Satchels","accessories.csv"
"1811c1907d0c39045b44fc0ea85811be53a79efb93e57c8f42b5d454ea6f43cf","Wallets","accessories.csv"
"c9d713ce9a10791f1fb2c6ba6db382dbd07832b7c1819d284d1b05b06db492a1","Satchels","accessories.csv"
"dace15ffb07e257a1c45d25ae2f1dd701d08fc1fd5214d8926ba5110f5b9feba","Satchels","accessories.csv"
"c77325c0f8254e2baba043f1bf216b8aad4f940dc7ca6a41e711dc26d4b7832c","Wallets","accessories.csv"
"8b06683d198d4666e12966c2bd63e57fd2bf76b842b6ca4e58a5bbd84d00cca5","Satchels","accessories.csv"
"c087609bf73564ed4a2fa9c2b27b802ef71a9d94565bf2d92861811210f35479","Wallets","accessories.csv"
"8863873bb3ba52bca3ca89f1f26de878b380088695ea678e207b125f8341a525","Watches","accessories.csv"
"8fa360a315d0c6c8cbcb23611dec9c3a155ec1a1783dff7efdae33533acff4ea","Wallets","accessories.csv"
"f6eab05bb8cae8dc3c7d981eb02a42dfcfb853afbb9e81dc53d32d08e77b62ce","Wallets","accessories.csv"
"587604aa941d462c7d6bc0da4181939374e8df5c3fca2dc1b3ea496268c81263","Wallets","accessories.csv"
"7a90779af6cc66b0085fe563be0f6d96816d17a09d9c38bd9fa79110e7ed0218","Purses","accessories.csv"
"15a3d693aa03276a7d417777ccaff2c05cd5f4f6fa6db79fdeb91e3996cdd115","Watches","accessories.csv"
"0065cde61aa30ef247b157e32f1861a450b303248e64bc4da5218be265f4f1ed","Wallets","accessories.csv"
"cc21dd8fc95899175caec725378fed095c64c416f0a5b1c70826d9ed77efbb0b","Wallets","accessories.csv"
"fcb202fcfc352d3f0bfc0d6a5fadafa83b781a381c3e29586956508b09f7c0a9","Wallets","accessories.csv"
"cca6185f098a7555abe952b30c7bb0656ead5c518c10d1db1fd86417a9508dea","Purses","accessories.csv"
"116ceb039453e4e03395dad3c235878eaab8393691d3222be84d765994a12b13","Satchels","accessories.csv"
"b09050c96249a06adba4749353fdb3be5343ef878afbb8f48bc66ee383d79278","Purses","accessories.csv"
"f835e35c766365fea3f0999a096e68ed6d586caa6593b2fc6747058185c8e3fc","Watches","accessories.csv"
"9e2125946e2c419192c3b94be554f011c6a74a505b34d2f3a9bcdaa26c41cace","Watches","accessories.csv"
"eaf07bf50e0fb6e8825360a17dcf60a12b3ffe2cb6444f94348d1c6812478ba3","Watches","accessories.csv"
"6c11328ebadd7bc99d9128fb1fd066df719175ebbb7747750515a83f95e241ce","Satchels","accessories.csv"
"9ec115728720ea30cbcb1b46b626be7e4acd2acfc2d97e40a1acd3427cbb5a31","Purses","accessories.csv"
"dec439189253f5c0e15b0cd4cc0ab74f943fb492880d26ba174045268ff35b93","Wallets","accessories.csv"
"8f61c5c7f40868d62b1f4021e14196ccbb48b946bb6b98e8751f2d911edfdb7e","Watches","accessories.csv"
"dbb7b6dbf56e4f5713dbdcb4a50fab2e4afd1469679f996baf0f9fc6d35eeb7a","Satchels","accessories.csv"
"dbcf1358a75594e7c63cd782d89007492b0866a799ed7824bcd3ae0d6e6814a9","Watches","accessories.csv"
"0a2f9ca3a5cd8ea7534eca7facc6b088658e6fe4ae9d16cfafd64648a0774ddb","Purses","accessories.csv"
"da5be29a0cfe0e972f90bf2adf4437c45a6f6e55660e9c13ea18bdc41fff7ab2","Wallets","accessories.csv"
"54ed61d132f97ba8d79649b3fe36ebe6c7e07684fa78fc1db2afd23553efeaa2","Purses","accessories.csv"
"af4111f9cd3f7cfda9c3d87c90d61a1f61b38bd848e098083a6e39c157673535","Satchels","accessories.csv"
"0cab0fb6bcae905af963b0b3bf95a4c9043eab615e56b87828b5838847d06c46","Wallets","accessories.csv"
"2a1b94b32e71af32b29c26c93554bd25a693b59b3861b03578b293bea2cffb05","Wallets","accessories.csv"
"1594711645c871e444487b4f6fc5136d06ebdfd75a343cd3cdf0bf422f6e7480","Watches","accessories.csv"
"3725e579a40fc91365d14cd995ff2fe571de1815b443abd5cb37fc677cc3ac24","Purses","accessories.csv"
"84bbec4ebc7ff4b247965460a7558b7e237a1563c5e9b009dbd6c79ac06f9ef4","Wallets","accessories.csv"
"3a590b66dc54d2a24037e2266567414549574c723be59519c4192be4d137b8f7","Watches","accessories.csv"
"f53d37d6fe20a6d72149f8a87729455a7d698d0b805b082c9690dde5884384b0","Wallets","accessories.csv"
"ba271fda4d9d0f16e325fa4fb34162dabc7aa28b8feddf2f8997324df1150ebd","Satchels","accessories.csv"
"4d37f4db2f875fdd7fbad1311751fe2fb65e922c32662fa5acd3ea082374707f","Purses","accessories.csv"
"603439e5d9be7e4395ac5ae453003172bb2344b5b14cf5d36756449b7343f213","Purses","accessories.csv"
"e7b2db893b837b13dce2cad512ca5e84473ad8a29108f11fa190ad2324905100","Wallets","accessories.csv"
"000c5e8ddeaccbc7f162c76ff22e5e75b9940cb0c5df6a022c4805e644696dc3","Watches","accessories.csv"
"c993e8fb95f8695b07abf5792f6eedc43d3d84800a28a3c0da6bb6a3bbcea429","Watches","accessories.csv"
"397e72b31ebc6cb185a33e0786f2e29226bbbb4db8e5ad4f48b26d0a79c26f8b","Purses","accessories.csv"
"73b016b7d8b0374c8c8c54fc0e46a4e45eb704a32bd1664cd6f26a0a78dc4e3e","Wallets","accessories.csv"
"d1bbc5c0a3c4c9e67101d3f1e051ec9cecd09922789a1a289892b86c69c6c4cf","Wallets","accessories.csv"
"bbbdacb64e6a866ecb54c8851f4828432a43697647ff89a165f7fb8a631f5d99","Wallets","accessories.csv"
"c56f7279668daf08c02bedce87ae3ef31c64336f9cbb9bb8e6be7f65ee9763dd","Purses","accessories.csv"
"89c124cbf9de91a806e75a587b058801212f81af6a72a8fc5fb4e19d0b6e0da4","Purses","accessories.csv"
"5dbd3ec3a052023d78bd122a54b73e1ba67bb4bfe83087a027d8e7c174db5de9","Satchels","accessories.csv"
"33145e464dcf4bf428f84235a4f37eeebf86e24d21dd59f49546d9c5e08edca5","Purses","accessories.csv"
"4b46bbf7005f735082975795f78ce4927033e60515bd6b90f64e1803ae104458","Satchels","accessories.csv"
"47622d541775df9f759aeb68f3cc6e2e815e09e82a2b0506f629157bb6523e7e","Wallets","accessories.csv"
"535082c5ad8f6da3ae73f1434e255a59a2db0edf903512ac2ba5dd783e1cc35c","Purses","accessories.csv"
"a8186c9266c9e3377ef431e9b428c17df540da2cdc0c6f061bd79ba8186563ea","Watches","accessories.csv"
"dd7665c251160402c77bdf7bc0b775405fddc5a82f861b1f206c2e41cbd9c95c","Purses","accessories.csv"
"fb9bd412e73cde30353df887d2306a38c66f55fb1bf250180d421c51553512c7","Purses","accessories.csv"
"4d35f11682c0566dd4383c813bdb40852825439b44612dba612060b63a0f268f","Watches","accessories.csv"
"11e48efcc27659bfd99856d9fe7eb65f01e36563a27bbe84f52b541cb9ee857e","Purses","accessories.csv"
"0523da2b88fc23bf7b4c4a2ec2e2b42c89b5fb7a1acaa83af4e183b46b5eeb7e","Wallets","accessories.csv"
"425f4baa24a07bbe8bf8afe3260a809cdf71cc7f88da81132e2e79622245a8dd","Wallets","accessories.csv"
"807d10c0513c42dfe2c4cc3a942d9915389273b617bb2c80cdca68ea3273f8ce","Satchels","accessories.csv"
"9db3424c0d79a992c8e71cabc20e24e6bd27d92f7ff55c4dc8852e29fea3702a","Watches","accessories.csv"
"c0dcf703449d197fffae190581c9a3599c468fb1875b7d462ff49f56d975ea8a","Satchels","accessories.csv"
"0227920b43a3a2449f0166b3e4f4c141b18a79d834278e1064e65949e111e51e","Watches","accessories.csv"
"7ef4aae65dc18a86df35edae20372eeb8270f422fd3aa2ed5599c91680642635","Purses","accessories.csv"
"c311647bb1a64f1da35cf0f94281e1092dc8744ff21c6679416c40f901ffaac4","Watches","accessories.csv"
"917a5704381427dbd3d41c8a284dce0334129d83790e3f06cd1f9543f0a3b662","Wallets","accessories.csv"
"2fbb309d709cbff36bffc5fb334af03ff559a184ae767b9906686ebee8e1d326","Watches","accessories.csv"
"9f8c4fc5fab9c6906bc0869b7bf5f32132400808717b6083f92a697b6208b0d8","Watches","accessories.csv"
"9050950c54fb5330bd9991e8096ba22426c7f7daf7d0c77101b50c12897ab59e","Purses","accessories.csv"
"e894709e4d17d4c455abe188dc06fbebcf27e0ea9f1e21b4c0102d576379bf49","Watches","accessories.csv"
"d9fa5ffbfa86d327c22975d968f4b5bc6f21a39cf1a74f9927d858eedd825d59","Watches","accessories.csv"
"9824ed3da8365019cf9864241ca7219be08fb3d71d3998c79e1b049f1e9ef7be","Satchels","accessories.csv"
"c4c76dbb8a51defb0cec416aca92dce801f8d763503c2492971500a3cca7d737","Watches","accessories.csv"
"a1ed0c16d5de12feaf015704a7fecfc0cefc35affdfda6873e0a30e3bcb2f182","Satchels","accessories.csv"
"6c1180df5148642a02db3eff4864a4fcdff8c6e73e25685c95b478789b5d0657","Wallets","accessories.csv"
"e537f501dfb114d6dd7933cd85802c641394bf96e491a7514bd4266ded8d03d1","Wallets","accessories.csv"
"0ed1d2ab486d8b269c1f8d1be7981bc6e58728166cca9e16beae358c35828100","Watches","accessories.csv"
"32e65eaa0fe8c817e704107944476fda69b556ed0551998f3f271391e84f381e","Watches","accessories.csv"
"708799c1477ded0a8a732ea1d2634ecb8db35a6ec4905fa18b9224295cce2b16","Wallets","accessories.csv"
"6a35be21e5a846195457b989183ab2f743bbd5654fa1a8557c4e659b07408dd7","Wallets","accessories.csv"
"6d6d289e99277fdae270b8599002f164d7d2c52674f24e32b81912efc39ffc11","Satchels","accessories.csv"
"681220c5049053dd7de713fbb55d70e498325285ddc17ad4a679d6608cc31efb","Satchels","accessories.csv"
"cc76d988af4d0b4b8b2297fc1d52e1127f041e7d1e0f3997c6e02d7f3535714c","Satchels","accessories.csv"
"42043e2f4a51bc43cd625522bfc6717bff730297f64e738e9093cc810f35292d","Watches","accessories.csv"
"5babff4b61f7b3f74d7d8ca420a864f4f9f96a56e6592315ebed9f23c033365a","Purses","accessories.csv"
"56bbfa21f8a3d24936fe111ba1c7a8c0311e70873d6f206c782685d2566d412d","Satchels","accessories.csv"
"30b6519a8183e999f05badc83a78655ab76fd570579d840cc345cc0d18e5a21d","Purses","accessories.csv"
"40fbee6cf3600bf598f0fe274ecaf9461f5e076d48360d4ad3b6edea3925acb0","Wallets","accessories.csv"
"73480580e15198d79b60acabd66ea6a3ac52485f9e3eff8cb04ef73d143447d4","Satchels","accessories.csv"
"0ab690c38e443a6eeab4c9296c8dafaf59aff98d229a43f8e3e0ebe58f98f693","Watches","accessories.csv"
"8e9d4cc33b3a31d4b488bea6366e052fca7e13ae3208b84b36f0935cf6063bc7","Watches","accessories.csv"
"bb9257406485137662ddd02faa129bc7ee3a4773d61735dc5645e2c280c4437e","Purses","accessories.csv"
"94104bea6500e8253bc7d2a88c5c0faf58ccc992735e16993a8ccdd06969e35a","Wallets","accessories.csv"
"1ffca296af2aa0a4532d2541dcf02127e4fe2c46aa4bcff892bb8613f39f6f43","Satchels","accessories.csv"
"ad96963bbc8a8360967a6bb547c51a22770a43d16b9236b2baac27b032ed8416","Watches","accessories.csv"
"da09a2f178334c841c1493c6d88353c217873e27cca818bced51e26a66f99714","Satchels","accessories.csv"
"296aec074ee166383c2585d33b78eb28b7cd86a856d032aaeb1dbb24e81e36b7","Wallets","accessories.csv"
"4f6fca294ed1fd8a889f1379e38f1ee04f3a0bd7a81861294ec4d7c04d991876","Watches","accessories.csv"
"f30ab7ff024b4346f385a78a67f3f598a21e6fbe649fe74a8f8695121a42b2ed","Purses","accessories.csv"
"97144ba577a00587350bb5f8b43903e28d7590675e7c2ec2fcbdd818f6420b77","Satchels","accessories.csv"
"74ed653e3e892bcd36cb8686843395d7eaec1f1e1d1b76af47d237782c31428f","Wallets","accessories.csv"
"b3f78171b46976195bc86d71d0c03625f994241dd258699102c1ade30ca3fdad","Watches","accessories.csv"
"399b328c0bdfb4d5e7a8d7bbad26ef4de2469c4811068f82bae58b090868b3ff","Watches","accessories.csv"
"79c5b79cf7131f4012e996ce1f9b568d79d9af4ae3188676533994b430cdae59","Satchels","accessories.csv"
"90ebc073272361560c68f74bdbbda15d8eca65328ffc6ad33fd6e4076acdc83f","Watches","accessories.csv"
"27b47a60c6e83ddf91705e30d7163d85f5e2c59951dc82e792d98264f7de96d2","Satchels","accessories.csv"
"1171ab361afe18fe5dd42467e96245f97ffc9a748aa7160013c7afdddede7c8f","Watches","accessories.csv"
"0bbf9f831a090ab2e4ff603b52c07d8cf24973ad1efd09ec759d4cd8f427a0fb","Satchels","accessories.csv"
"a0816e48ac5956570aa5f7ed552534bc75a7aa47df7c680d067ea7b38f4a99ae","Wallets","accessories.csv"
"64bc6bdc946dfc2e71227738d4f9513445f7ab93814136c6c675cace0258a29e","Purses","accessories.csv"
"514443d1363f60228cf367a318d6ce3907a3fe5117fe5f5531e3055719fff451","Purses","accessories.csv"
"1d68930359847e855928d851789701e780d1aed32f40fbd808a36619a198eac7","Satchels","accessories.csv"
"1f89b9e5e91e28b448103d8d14c8802382523934d439b995e0b5693071963991","Satchels","accessories.csv"
"957f3cdcd5a5f9dcc0137377648b939c60d2fbb980110c384aa5305e24703f3e","Purses","accessories.csv"
"03ec8c2e6a17903af7f2a0b604127f91a6be38caa04d84224861f8b785499329","Wallets","accessories.csv"
"3b13daf29e360d56a4e80046c763bd925b8cbe60870d5c2c56b78d88db30d032","Watches","accessories.csv"
"99f59bddbb78a2ee92b520dd1674ae986f406809d6a1eaa06a1573cebea1c624","Satchels","accessories.csv"
"0608abc0b1a7eeb6ab56c664ae208169ea0a8c15b3abfeab6c68f083dbfb50ba","Purses","accessories.csv"
"4a6a06ee01e97b7f83543d3015c5dbbd9e81685364594cd43474be025a3acc93","Watches","accessories.csv"
"8b6914f2141168d8b928e92fc0d3ebe6debf13f198dc6eb228425ee0b9d45f91","Purses","accessories.csv"
"77c5ee91de5cd474ac44344530a3f16501ed8ea6b7ec3d5c4b5b2925ccf562ed","Watches","accessories.csv"
"8c7e2854cc9dd7a23c7f87958a1329477b390371c5eaf30dcc26316ebf64fa3b","Purses","accessories.csv"
"68e2d907ee44fa5bbe39861af74613b8f583fa8584d0fe23669b35919127d6ea","Purses","accessories.csv"
"5ae1dea9393f2fe2b299eea9257c713b95e60204bf4aa72a930d28a3c51080ed","Wallets","accessories.csv"
"651389ebaa312aaea0a3810efad76cdda866582a1b00eeacf0104c36468fb8e8","Wallets","accessories.csv"
"f8cad82f6be6be6ac40c6552522a1b181b6b28275ffc3982aea578aa65bbb93a","Purses","accessories.csv"
"e2bffb8186636addbf5bd9af6cf906b79d70a702f83f2d59094ba104fe8695f8","Purses","accessories.csv"
"d8d9a99e4cd08ce0219996c0b06781fd8ddfaaa4a62f843fd7750918f0b6f042","Purses","accessories.csv"
"c2a7000227ad3ca14c3843525fd9eacc6ff6015969ab25c1f8ef56776e3ede6e","Watches","accessories.csv"
"c50d65f8a84b2caac22d4206194f111bc46b2de41e5f237e0794047246f387e6","Purses","accessories.csv"
"2308eaac32ce10f2b99999f06f1843065e2c1b3c85253462f783fd45a5fc4589","Satchels","accessories.csv"
"e14d40e51c9251cac00e087acd3d987fb7160ff7592f0c02ac53012ffdd4dc95","Wallets","accessories.csv"
"52eccc74c86ef4432dcc9d2381f0d35c02ba6b20889a950c3ce2f8b2aa59955b","Wallets","accessories.csv"
"761ce3738a6c3519cb0c9b4f732536e5a8e6d7c09df700d858b3b141ffaf93be","Watches","accessories.csv"
"d561a50614ce0a41e17348238b937eaa6bc4c0354557a4e82c64ccb13eea062a","Wallets","accessories.csv"
"268f834d63acef7118075ebc43c3956ab0e72fb8a6d90fa44ab618ac4da82b6d","Watches","accessories.csv"
"9e652e823582047f1503a5f8cb92332f7b01e7fd58fdb3fa61c21de350a77908","Purses","accessories.csv"
"e82ba2b667551cf09f18136a6c1c4dc58d9ba563d6fb82065c3b8fcd8592bb2e","Watches","accessories.csv"
"59f5a76c108ee73ec6345d4737e5d98f3fd66e87dd03cbe8273446e687b304e6","Purses","accessories.csv"
"6051a907006f0d17a7c702536fc059535e360fd9ffc3df269f907b64a342065e","Watches","accessories.csv"
"1e4bdbc852845170e1858fb2b358a8c02e3de1f7c1dc418cb4ee36a3fb1f9f65","Wallets","accessories.csv"
"0be9607df6cdb85eabdeb78d073800930b2d05f0690d38f72b3823b95efeb31c","Wallets","accessories.csv"
"ae7e4e482ecf843ed70452511dd37634cec744230e73e88b2f80490fcf4bb905","Wallets","accessories.csv"
"b9e15fc75458293a3fdbe007230ddb8c93fb9fe9afd9b6eac18d6db5d460ad34","Wallets","accessories.csv"
"2b5fcf9c9fc6d48d05f17bbfd0cfb9a91770a350bdd75d10555e874743623dd8","Satchels","accessories.csv"
"14a4fe1345c239eb136f632cdef596a4499644aaae208c11cf14b431d8835c71","Watches","accessories.csv"
"805674ebded6336c957918b1725682e7c4d2fdf7404414db36536620cad0d6a2","Purses","accessories.csv"
"329f89590a16b868cd0c6ed8362d8323209cd8eee9cd072e67de8985c851c083","Wallets","accessories.csv"
"441659ad88c787c99283f3867f4fbee18041e78480478e39f2a8a37ce2203ee9","Wallets","accessories.csv"
